0.59	0.000051
0.61	0.000104
0.62	0.000157
0.63	0.000208
0.63	0.000251
0.63	0.000309
0.63	0.00035
0.64	0.000408
0.64	0.000454
0.64	0.000508
0.64	0.000557
0.64	0.000607
0.64	0.000652
0.65	0.000704
0.65	0.00075
0.65	0.0008
0.66	0.00085
0.66	0.0009
0.66	0.00095
0.66	0.001
0.66	0.00105
0.66	0.0011
0.67	0.00115
0.67	0.0012
